page_number,frontend_id,title,titleSlug,difficulty,is_premium,topic_tags,num_tags,similar_questions,no_similar_questions,acceptance,accepted,submission,acceptance_rate,discussion_count,likes,dislikes,like_ratio,likebility,is_popular,problem_URL,solution_URL,internal_id,description,last_updated
60,2990,Loan Types,loan-types,Easy,True,['Database'],12.0,"[""['[]']""]",1,63.57235066306771,5417,8521,63.56,2,19,8,0.68,68.0,False,https://leetcode.com/problems/loan-types/,,,,
60,2991,Top Three Wineries ,top-three-wineries,Hard,True,['Database'],12.0,"[""['[]']""]",1,55.36834558164546,3089,5579,55.36,10,14,7,0.64,64.0,False,https://leetcode.com/problems/top-three-wineries/,,,,
60,2992,Number of Self-Divisible Permutations,number-of-self-divisible-permutations,Medium,True,"['Array', 'Math', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Number Theory', 'Bitmask']",104.0,"[""['[]']""]",1,71.99574618929458,2031,2821,71.97,4,20,0,0.95,95.0,False,https://leetcode.com/problems/number-of-self-divisible-permutations/,,,,
60,2993,Friday Purchases I,friday-purchases-i,Medium,True,['Database'],12.0,"[""['[]']""]",1,80.22525449426034,3704,4617,80.21,5,14,4,0.74,74.0,False,https://leetcode.com/problems/friday-purchases-i/,,,,
60,2994,Friday Purchases II ,friday-purchases-ii,Hard,True,['Database'],12.0,"[""['[]']""]",1,74.29757343550448,2327,3132,74.27,3,13,4,0.72,72.0,False,https://leetcode.com/problems/friday-purchases-ii/,,,,
60,2995,Viewers Turned Streamers,viewers-turned-streamers,Hard,True,['Database'],12.0,"[""['[]']""]",1,42.82124125874126,3919,9152,42.82,6,10,6,0.59,59.0,False,https://leetcode.com/problems/viewers-turned-streamers/,,,,
60,2996,Smallest Missing Integer Greater Than Sequential Prefix Sum,smallest-missing-integer-greater-than-sequential-prefix-sum,Easy,False,"['Array', 'Hash Table', 'Sorting']",34.0,"['[""[\'Longest Common Prefix\'""', '""\'First Missing Positive\'""', '""\'Next Greater Element I\']""]']",3,34.59763799086208,45964,132853,34.6,74,161,301,0.35,35.0,False,https://leetcode.com/problems/smallest-missing-integer-greater-than-sequential-prefix-sum/,https://leetcode.com/problems/smallest-missing-integer-greater-than-sequential-prefix-sum/solution/,,,
60,2997,Minimum Number of Operations to Make Array XOR Equal to K,minimum-number-of-operations-to-make-array-xor-equal-to-k,Medium,False,"['Array', 'Bit Manipulation']",29.0,"['[""[\'Minimum Bit Flips to Convert Number\']""]']",1,85.42482872951662,120577,141150,85.42,107,616,60,0.91,91.0,False,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/solution/,,,
60,2998,Minimum Number of Operations to Make X and Y Equal,minimum-number-of-operations-to-make-x-and-y-equal,Medium,False,"['Dynamic Programming', 'Breadth-First Search', 'Memoization']",62.0,"['[""[\'Shortest Bridge\'""', '""\'Minimum Moves to Spread Stones Over Grid\']""]']",2,48.05257770834456,26760,55689,48.05,29,279,22,0.92,92.0,False,https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal/,https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal/solution/,,,
60,2999,Count the Number of Powerful Integers,count-the-number-of-powerful-integers,Hard,False,"['Math', 'String', 'Dynamic Programming']",41.0,"['[""[\'Powerful Integers\'""', '""\'Numbers With Repeated Digits\']""]']",2,46.36405827150374,76924,165913,46.36,208,542,78,0.87,87.0,False,https://leetcode.com/problems/count-the-number-of-powerful-integers/,https://leetcode.com/problems/count-the-number-of-powerful-integers/solution/,,,
60,3000,Maximum Area of Longest Diagonal Rectangle,maximum-area-of-longest-diagonal-rectangle,Easy,False,['Array'],9.0,"[""['[]']""]",1,45.79238563939538,179769,392574,45.79,129,489,42,0.92,92.0,False,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle/,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle/solution/,,,
61,3001,Minimum Moves to Capture The Queen,minimum-moves-to-capture-the-queen,Medium,False,"['Math', 'Enumeration']",23.0,"['[""[\'Available Captures for Rook\'""', '""\'Queens That Can Attack the King\']""]']",2,21.764016906859503,21369,98185,21.76,51,177,205,0.46,46.0,False,https://leetcode.com/problems/minimum-moves-to-capture-the-queen/,https://leetcode.com/problems/minimum-moves-to-capture-the-queen/solution/,,,
61,3002,Maximum Size of a Set After Removals,maximum-size-of-a-set-after-removals,Medium,False,"['Array', 'Hash Table', 'Greedy']",33.0,"['[""[\'Intersection of Two Arrays\']""]']",1,45.594703239536535,19282,42290,45.59,20,313,29,0.91,91.0,False,https://leetcode.com/problems/maximum-size-of-a-set-after-removals/,https://leetcode.com/problems/maximum-size-of-a-set-after-removals/solution/,,,
61,3003,Maximize the Number of Partitions After Operations,maximize-the-number-of-partitions-after-operations,Hard,False,"['String', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",64.0,"['[""[\'Can Make Palindrome from Substring\']""]']",1,54.07743756519605,52878,97781,54.08,118,421,85,0.83,83.0,False,https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations/,https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations/solution/,,,
61,3004,Maximum Subtree of the Same Color,maximum-subtree-of-the-same-color,Medium,True,"['Array', 'Dynamic Programming', 'Tree', 'Depth-First Search']",62.0,"[""['[]']""]",1,57.63719924303866,2132,3699,57.62,4,24,0,0.96,96.0,False,https://leetcode.com/problems/maximum-subtree-of-the-same-color/,,,,
61,3005,Count Elements With Maximum Frequency,count-elements-with-maximum-frequency,Easy,False,"['Array', 'Hash Table', 'Counting']",35.0,"['[""[\'Maximum Frequency of an Element After Performing Operations I\'""', '""\'Maximum Frequency of an Element After Performing Operations II\'""', '""\'Maximum Difference Between Even and Odd Frequency II\']""]']",3,79.93409814524688,395412,494672,79.93,190,1041,93,0.92,92.0,True,https://leetcode.com/problems/count-elements-with-maximum-frequency/,https://leetcode.com/problems/count-elements-with-maximum-frequency/solution/,,,
61,3006,Find Beautiful Indices in the Given Array I,find-beautiful-indices-in-the-given-array-i,Medium,False,"['Two Pointers', 'String', 'Binary Search', 'Rolling Hash', 'String Matching', 'Hash Function']",95.0,"[""['[]']""]",1,39.79256308599989,42354,106435,39.79,24,190,42,0.82,82.0,False,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i/,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i/solution/,,,
61,3007,Maximum Number That Sum of the Prices Is Less Than or Equal to K,maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,Medium,False,"['Math', 'Binary Search', 'Dynamic Programming', 'Bit Manipulation']",68.0,"[""['[]']""]",1,37.72426817752597,11985,31770,37.72,29,333,131,0.72,72.0,False,https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/,https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/solution/,,,
61,3008,Find Beautiful Indices in the Given Array II,find-beautiful-indices-in-the-given-array-ii,Hard,False,"['Two Pointers', 'String', 'Binary Search', 'Rolling Hash', 'String Matching', 'Hash Function']",95.0,"[""['[]']""]",1,27.131809011432413,16138,59479,27.13,18,203,15,0.93,93.0,False,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii/,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii/solution/,,,
61,3009,Maximum Number of Intersections on the Chart,maximum-number-of-intersections-on-the-chart,Hard,True,"['Array', 'Hash Table', 'Math', 'Binary Indexed Tree', 'Geometry', 'Line Sweep', 'Sorting']",91.0,"[""['[]']""]",1,45.06759611322349,4267,9468,45.06,5,29,4,0.85,85.0,False,https://leetcode.com/problems/maximum-number-of-intersections-on-the-chart/,,,,
61,3010,Divide an Array Into Subarrays With Minimum Cost I,divide-an-array-into-subarrays-with-minimum-cost-i,Easy,False,"['Array', 'Sorting', 'Enumeration']",35.0,"[""['[]']""]",1,66.37107997022558,41016,61798,66.37,20,116,12,0.9,90.0,False,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i/,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i/solution/,,,
61,3011,Find if Array Can Be Sorted,find-if-array-can-be-sorted,Medium,False,"['Array', 'Bit Manipulation', 'Sorting']",40.0,"['[""[\'Sort Integers by The Number of 1 Bits\']""]']",1,66.49526082355854,147676,222085,66.49,151,698,62,0.92,92.0,True,https://leetcode.com/problems/find-if-array-can-be-sorted/,https://leetcode.com/problems/find-if-array-can-be-sorted/solution/,,,
61,3012,Minimize Length of Array Using Operations,minimize-length-of-array-using-operations,Medium,False,"['Array', 'Math', 'Greedy', 'Number Theory']",44.0,"[""['[]']""]",1,35.34610342932048,16718,47298,35.35,29,190,43,0.81,81.0,False,https://leetcode.com/problems/minimize-length-of-array-using-operations/,https://leetcode.com/problems/minimize-length-of-array-using-operations/solution/,,,
61,3013,Divide an Array Into Subarrays With Minimum Cost II,divide-an-array-into-subarrays-with-minimum-cost-ii,Hard,False,"['Array', 'Hash Table', 'Sliding Window', 'Heap (Priority Queue)']",66.0,"['[""[\'Minimum Cost to Cut a Stick\'""', '""\'Minimum Cost to Split an Array\']""]']",2,30.81205866376969,6807,22092,30.81,14,135,19,0.87,87.0,False,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-ii/,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-ii/solution/,,,
61,3014,Minimum Number of Pushes to Type Word I,minimum-number-of-pushes-to-type-word-i,Easy,False,"['Math', 'String', 'Greedy']",28.0,"['[""[\'Letter Combinations of a Phone Number\']""]']",1,66.57100296557473,48712,73173,66.57,22,187,38,0.83,83.0,False,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i/,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i/solution/,,,
61,3015,Count the Number of Houses at a Certain Distance I,count-the-number-of-houses-at-a-certain-distance-i,Medium,False,"['Breadth-First Search', 'Graph', 'Prefix Sum']",47.0,"['[""[\'Walls and Gates\']""]']",1,56.375629540491154,25298,44874,56.37,20,201,43,0.82,82.0,False,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/solution/,,,
61,3016,Minimum Number of Pushes to Type Word II,minimum-number-of-pushes-to-type-word-ii,Medium,False,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Counting']",57.0,"['[""[\'Letter Combinations of a Phone Number\']""]']",1,79.92139647064947,184237,230523,79.92,193,769,78,0.91,91.0,True,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/solution/,,,
61,3017,Count the Number of Houses at a Certain Distance II,count-the-number-of-houses-at-a-certain-distance-ii,Hard,False,"['Graph', 'Prefix Sum']",23.0,"['[""[\'Walls and Gates\']""]']",1,22.57806244995997,3948,17486,22.58,23,88,26,0.77,77.0,False,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-ii/,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-ii/solution/,,,
61,3018,Maximum Number of Removal Queries That Can Be Processed I,maximum-number-of-removal-queries-that-can-be-processed-i,Hard,True,"['Array', 'Dynamic Programming']",32.0,"[""['[]']""]",1,44.03470715835141,609,1383,44.0,1,6,3,0.6,60.0,False,https://leetcode.com/problems/maximum-number-of-removal-queries-that-can-be-processed-i/,,,,
61,3019,Number of Changing Keys,number-of-changing-keys,Easy,False,['String'],10.0,"[""['[]']""]",1,80.16620982625504,73406,91566,80.17,26,151,15,0.9,90.0,False,https://leetcode.com/problems/number-of-changing-keys/,https://leetcode.com/problems/number-of-changing-keys/solution/,,,
61,3020,Find the Maximum Number of Elements in Subset,find-the-maximum-number-of-elements-in-subset,Medium,False,"['Array', 'Hash Table', 'Enumeration']",38.0,"['[""[\'Longest Consecutive Sequence\']""]']",1,26.54870682979712,27428,103312,26.55,32,209,43,0.83,83.0,False,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/solution/,,,
61,3021,Alice and Bob Playing Flower Game,alice-and-bob-playing-flower-game,Medium,False,['Math'],8.0,"[""['[]']""]",1,60.0421687629032,123021,204891,60.04,365,504,267,0.65,65.0,False,https://leetcode.com/problems/alice-and-bob-playing-flower-game/,https://leetcode.com/problems/alice-and-bob-playing-flower-game/solution/,,,
61,3022,Minimize OR of Remaining Elements Using Operations,minimize-or-of-remaining-elements-using-operations,Hard,False,"['Array', 'Greedy', 'Bit Manipulation']",39.0,"['[""[\'Maximum XOR After Operations \'""', '""\'Apply Operations on Array to Maximize Sum of Squares\']""]']",2,28.99029982363316,3945,13608,28.99,10,93,16,0.85,85.0,False,https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations/,https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations/solution/,,,
61,3023,Find Pattern in Infinite Stream I,find-pattern-in-infinite-stream-i,Medium,True,"['Array', 'Sliding Window', 'Rolling Hash', 'String Matching', 'Hash Function']",79.0,"[""['[]']""]",1,56.76480317565332,1716,3023,56.75,5,15,2,0.83,83.0,False,https://leetcode.com/problems/find-pattern-in-infinite-stream-i/,,,,
61,3024,Type of Triangle,type-of-triangle,Easy,False,"['Array', 'Math', 'Sorting']",28.0,"[""['[]']""]",1,44.29569493774638,204282,461178,44.3,192,438,64,0.87,87.0,False,https://leetcode.com/problems/type-of-triangle/,https://leetcode.com/problems/type-of-triangle/solution/,,,
61,3025,Find the Number of Ways to Place People I,find-the-number-of-ways-to-place-people-i,Medium,False,"['Array', 'Math', 'Geometry', 'Sorting', 'Enumeration']",55.0,"['[""[\'Rectangle Area\']""]']",1,64.07021455712044,112638,175804,64.07,152,471,179,0.72,72.0,False,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/solution/,,,
61,3026,Maximum Good Subarray Sum,maximum-good-subarray-sum,Medium,False,"['Array', 'Hash Table', 'Prefix Sum']",37.0,"['[""[\'Maximum Subarray\'""', '""\'Maximum Sum of Distinct Subarrays With Length K\']""]']",2,20.773731652266424,28900,139118,20.77,54,458,24,0.95,95.0,False,https://leetcode.com/problems/maximum-good-subarray-sum/,https://leetcode.com/problems/maximum-good-subarray-sum/solution/,,,
61,3027,Find the Number of Ways to Place People II,find-the-number-of-ways-to-place-people-ii,Hard,False,"['Array', 'Math', 'Geometry', 'Sorting', 'Enumeration']",55.0,"['[""[\'Rectangle Area\']""]']",1,64.41670930758563,86864,134847,64.42,182,355,62,0.85,85.0,False,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii/,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii/solution/,,,
61,3028,Ant on the Boundary,ant-on-the-boundary,Easy,False,"['Array', 'Simulation', 'Prefix Sum']",37.0,"[""['[]']""]",1,74.03757846855315,68522,92550,74.04,57,157,49,0.76,76.0,False,https://leetcode.com/problems/ant-on-the-boundary/,https://leetcode.com/problems/ant-on-the-boundary/solution/,,,
61,3029,Minimum Time to Revert Word to Initial State I,minimum-time-to-revert-word-to-initial-state-i,Medium,False,"['String', 'Rolling Hash', 'String Matching', 'Hash Function']",62.0,"['[""[\'Longest Happy Prefix\']""]']",1,41.86502889123088,23040,55033,41.87,21,168,34,0.83,83.0,False,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/solution/,,,
61,3030,Find the Grid of Region Average,find-the-grid-of-region-average,Medium,False,"['Array', 'Matrix']",19.0,"['[""[\'Range Sum Query 2D - Immutable\'""', '""\'K Radius Subarray Averages\']""]']",2,42.814126394052046,11517,26900,42.81,23,88,134,0.39,39.0,False,https://leetcode.com/problems/find-the-grid-of-region-average/,https://leetcode.com/problems/find-the-grid-of-region-average/solution/,,,
61,3031,Minimum Time to Revert Word to Initial State II,minimum-time-to-revert-word-to-initial-state-ii,Hard,False,"['String', 'Rolling Hash', 'String Matching', 'Hash Function']",62.0,"['[""[\'Longest Happy Prefix\']""]']",1,34.72065689905007,12939,37266,34.72,17,153,22,0.87,87.0,False,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-ii/,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-ii/solution/,,,
61,3032,Count Numbers With Unique Digits II,count-numbers-with-unique-digits-ii,Easy,True,"['Hash Table', 'Math', 'Dynamic Programming']",45.0,"['[""[\'Count Numbers with Unique Digits\']""]']",1,87.25997470392089,7589,8697,87.25,6,34,4,0.87,87.0,False,https://leetcode.com/problems/count-numbers-with-unique-digits-ii/,,,,
61,3033,Modify the Matrix,modify-the-matrix,Easy,False,"['Array', 'Matrix']",19.0,"[""['[]']""]",1,68.74520533933412,53766,78211,68.74,12,150,9,0.94,94.0,False,https://leetcode.com/problems/modify-the-matrix/,https://leetcode.com/problems/modify-the-matrix/solution/,,,
61,3034,Number of Subarrays That Match a Pattern I,number-of-subarrays-that-match-a-pattern-i,Medium,False,"['Array', 'Rolling Hash', 'String Matching', 'Hash Function']",61.0,"['[""[\'Count the Number of Incremovable Subarrays I\']""]']",1,67.82774035641322,33531,49436,67.83,20,118,17,0.87,87.0,False,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i/,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i/solution/,,,
61,3035,Maximum Palindromes After Operations,maximum-palindromes-after-operations,Medium,False,"['Array', 'Hash Table', 'String', 'Greedy', 'Sorting', 'Counting']",66.0,"['[""[\'Valid Palindrome\']""]']",1,44.2967628398092,19129,43185,44.29,24,245,11,0.95,95.0,False,https://leetcode.com/problems/maximum-palindromes-after-operations/,https://leetcode.com/problems/maximum-palindromes-after-operations/solution/,,,
61,3036,Number of Subarrays That Match a Pattern II,number-of-subarrays-that-match-a-pattern-ii,Hard,False,"['Array', 'Rolling Hash', 'String Matching', 'Hash Function']",61.0,"['[""[\'Match Substring After Replacement\']""]']",1,32.89002306522059,13404,40754,32.89,18,166,5,0.97,97.0,False,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-ii/,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-ii/solution/,,,
61,3037,Find Pattern in Infinite Stream II,find-pattern-in-infinite-stream-ii,Hard,True,"['Array', 'Sliding Window', 'Rolling Hash', 'String Matching', 'Hash Function']",79.0,"['[""[\'Number of Integers With Popcount-Depth Equal to K I\']""]']",1,66.82439537329127,1271,1902,66.79,0,7,3,0.64,64.0,False,https://leetcode.com/problems/find-pattern-in-infinite-stream-ii/,,,,
61,3038,Maximum Number of Operations With the Same Score I,maximum-number-of-operations-with-the-same-score-i,Easy,False,"['Array', 'Simulation']",23.0,"[""['[]']""]",1,52.40577649645222,39809,75963,52.41,20,90,27,0.76,76.0,False,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-i/,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-i/solution/,,,
61,3039,Apply Operations to Make String Empty,apply-operations-to-make-string-empty,Medium,False,"['Array', 'Hash Table', 'Sorting', 'Counting']",46.0,"[""['[]']""]",1,56.754679694790575,31017,54651,56.75,20,162,8,0.95,95.0,False,https://leetcode.com/problems/apply-operations-to-make-string-empty/,https://leetcode.com/problems/apply-operations-to-make-string-empty/solution/,,,
61,3040,Maximum Number of Operations With the Same Score II,maximum-number-of-operations-with-the-same-score-ii,Medium,False,"['Array', 'Dynamic Programming', 'Memoization']",47.0,"[""['[]']""]",1,33.600011150292,24107,71747,33.6,45,179,16,0.91,91.0,False,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/solution/,,,
61,3041,Maximize Consecutive Elements in an Array After Modification,maximize-consecutive-elements-in-an-array-after-modification,Hard,False,"['Array', 'Dynamic Programming', 'Sorting']",43.0,"[""['[]']""]",1,33.182991694920524,10668,32149,33.18,18,172,9,0.95,95.0,False,https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/,https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/solution/,,,
61,3042,Count Prefix and Suffix Pairs I,count-prefix-and-suffix-pairs-i,Easy,False,"['Array', 'String', 'Trie', 'Rolling Hash', 'String Matching', 'Hash Function']",79.0,"['[""[\'Implement Trie (Prefix Tree)\'""', '""\'Design Add and Search Words Data Structure\']""]']",2,77.71714637663743,206935,266268,77.72,130,588,43,0.93,93.0,False,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/solution/,,,
61,3043,Find the Length of the Longest Common Prefix,find-the-length-of-the-longest-common-prefix,Medium,False,"['Array', 'Hash Table', 'String', 'Trie']",41.0,"['[""[\'Longest Common Prefix\'""', '""\'Longest Common Suffix Queries\']""]']",2,56.73641025641025,165954,292500,56.74,124,806,50,0.94,94.0,True,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/solution/,,,
61,3044,Most Frequent Prime,most-frequent-prime,Medium,False,"['Array', 'Hash Table', 'Math', 'Matrix', 'Counting', 'Enumeration', 'Number Theory']",85.0,"[""['[]']""]",1,45.43052024867232,18050,39731,45.43,15,101,70,0.59,59.0,False,https://leetcode.com/problems/most-frequent-prime/,https://leetcode.com/problems/most-frequent-prime/solution/,,,
61,3045,Count Prefix and Suffix Pairs II,count-prefix-and-suffix-pairs-ii,Hard,False,"['Array', 'String', 'Trie', 'Rolling Hash', 'String Matching', 'Hash Function']",79.0,"['[""[\'Implement Trie (Prefix Tree)\'""', '""\'Design Add and Search Words Data Structure\']""]']",2,27.64020068203325,15481,56009,27.64,34,243,11,0.95,95.0,False,https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii/,https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii/solution/,,,
61,3046,Split the Array,split-the-array,Easy,False,"['Array', 'Hash Table', 'Counting']",35.0,"[""['[]']""]",1,60.28026923753338,75407,125094,60.28,26,158,15,0.91,91.0,False,https://leetcode.com/problems/split-the-array/,https://leetcode.com/problems/split-the-array/solution/,,,
61,3047,Find the Largest Area of Square Inside Two Rectangles,find-the-largest-area-of-square-inside-two-rectangles,Medium,False,"['Array', 'Math', 'Geometry']",29.0,"['[""[\'Rectangle Area\']""]']",1,45.61807366362451,22393,49088,45.62,26,115,46,0.71,71.0,False,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles/,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles/solution/,,,
61,3048,Earliest Second to Mark Indices I,earliest-second-to-mark-indices-i,Medium,False,"['Array', 'Binary Search']",26.0,"[""['[]']""]",1,35.64016195433977,10475,29391,35.64,43,196,99,0.66,66.0,False,https://leetcode.com/problems/earliest-second-to-mark-indices-i/,https://leetcode.com/problems/earliest-second-to-mark-indices-i/solution/,,,
61,3049,Earliest Second to Mark Indices II,earliest-second-to-mark-indices-ii,Hard,False,"['Array', 'Binary Search', 'Greedy', 'Heap (Priority Queue)']",61.0,"[""['[]']""]",1,20.550221565731167,3339,16248,20.55,17,83,20,0.8,80.0,False,https://leetcode.com/problems/earliest-second-to-mark-indices-ii/,https://leetcode.com/problems/earliest-second-to-mark-indices-ii/solution/,,,
61,3050,Pizza Toppings Cost Analysis,pizza-toppings-cost-analysis,Medium,True,['Database'],12.0,"[""['[]']""]",1,67.77220161466289,3106,4583,67.76,1,15,1,0.88,88.0,False,https://leetcode.com/problems/pizza-toppings-cost-analysis/,,,,
62,3051,Find Candidates for Data Scientist Position,find-candidates-for-data-scientist-position,Easy,True,['Database'],12.0,"[""['[]']""]",1,75.13966480446928,4842,6444,75.13,1,15,0,0.94,94.0,False,https://leetcode.com/problems/find-candidates-for-data-scientist-position/,,,,
62,3052,Maximize Items,maximize-items,Hard,True,['Database'],12.0,"[""['[]']""]",1,74.57059069962297,1780,2387,74.54,8,7,10,0.39,39.0,False,https://leetcode.com/problems/maximize-items/,,,,
62,3053,Classifying Triangles by Lengths,classifying-triangles-by-lengths,Easy,True,['Database'],12.0,"[""['[]']""]",1,50.08276899924755,3328,6645,50.08,5,8,1,0.8,80.0,False,https://leetcode.com/problems/classifying-triangles-by-lengths/,,,,
62,3054,Binary Tree Nodes,binary-tree-nodes,Medium,True,['Database'],12.0,"[""['[]']""]",1,78.83329490431173,3419,4337,78.82,7,18,2,0.86,86.0,False,https://leetcode.com/problems/binary-tree-nodes/,,,,
62,3055,Top Percentile Fraud,top-percentile-fraud,Medium,True,['Database'],12.0,"[""['[]']""]",1,57.797054670163405,2865,4957,57.79,6,9,6,0.56,56.0,False,https://leetcode.com/problems/top-percentile-fraud/,,,,
62,3056,Snaps Analysis,snaps-analysis,Medium,True,['Database'],12.0,"[""['[]']""]",1,58.01949913974384,3035,5231,58.01,3,4,2,0.57,57.0,False,https://leetcode.com/problems/snaps-analysis/,,,,
62,3057,Employees Project Allocation,employees-project-allocation,Hard,True,['Database'],12.0,"[""['[]']""]",1,67.05773386847792,2172,3239,67.04,4,5,4,0.5,50.0,False,https://leetcode.com/problems/employees-project-allocation/,,,,
62,3058,Friends With No Mutual Friends,friends-with-no-mutual-friends,Medium,True,['Database'],12.0,"[""['[]']""]",1,48.40764331210191,2660,5495,48.4,4,17,3,0.81,81.0,False,https://leetcode.com/problems/friends-with-no-mutual-friends/,,,,
62,3059,Find All Unique Email Domains,find-all-unique-email-domains,Easy,True,['Database'],12.0,"[""['[]']""]",1,69.16744621141252,3697,5345,69.15,7,12,8,0.57,57.0,False,https://leetcode.com/problems/find-all-unique-email-domains/,,,,
62,3060,User Activities within Time Bounds,user-activities-within-time-bounds,Hard,True,['Database'],12.0,"[""['[]']""]",1,40.32542638698294,2057,5101,40.32,9,5,20,0.19,19.0,False,https://leetcode.com/problems/user-activities-within-time-bounds/,,,,
62,3061,Calculate Trapping Rain Water,calculate-trapping-rain-water,Hard,True,['Database'],12.0,"[""['[]']""]",1,81.77826564215148,1490,1822,81.73,7,12,6,0.63,63.0,False,https://leetcode.com/problems/calculate-trapping-rain-water/,,,,
62,3062,Winner of the Linked List Game,winner-of-the-linked-list-game,Easy,True,['Linked List'],15.0,"[""['[]']""]",1,78.00713208064738,11375,14582,78.0,4,32,5,0.84,84.0,False,https://leetcode.com/problems/winner-of-the-linked-list-game/,,,,
62,3063,Linked List Frequency,linked-list-frequency,Easy,True,"['Hash Table', 'Linked List', 'Counting']",41.0,"['[""[\'Top K Frequent Elements\']""]']",1,85.41768441621885,13988,16376,85.41,11,48,21,0.69,69.0,False,https://leetcode.com/problems/linked-list-frequency/,,,,
62,3064,Guess the Number Using Bitwise Questions I,guess-the-number-using-bitwise-questions-i,Medium,True,"['Bit Manipulation', 'Interactive']",35.0,"[""['[]']""]",1,89.04340497260851,2113,2373,89.01,7,12,10,0.52,52.0,False,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-i/,,,,
62,3065,Minimum Operations to Exceed Threshold Value I,minimum-operations-to-exceed-threshold-value-i,Easy,False,['Array'],9.0,"['[""[\'Search Insert Position\'""', '""\'Majority Element\'""', '""\'Number of Employees Who Met the Target\']""]']",3,86.3071943235434,94386,109361,86.31,41,156,17,0.9,90.0,False,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-i/,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-i/solution/,,,
